movieId,title,release_date,release_year,budget,popularity,revenue,runtime,primary_company,primary_genre,all_genres,avg_rating,review_count,director,budget_tier,log_budget,log_revenue,studio_tier,studio_label,release_season,roi,roi_capped,weighted_rating
7117,Leprechaun,1993-01-08,1993,900000,9.1,8556940.0,92.0,Trimark Pictures,Comedy,Comedy | Horror | Thriller,2.07,501,Mark Jones,Low,13.71,15.96,0.0,Independent,Other,8.51,8.51,3.01
7127,Run,1991-02-01,1991,16000000,5.86,4409328.0,91.0,Hollywood Pictures,Action,Action | Thriller | Drama,2.59,70,Geoff Burrowes,Mid,16.59,15.3,1.0,Major Studio,Other,-0.72,-0.72,3.49
7142,Honey,2003-11-24,2003,18000000,11.86,62646763.0,94.0,Universal Pictures,Romance,Romance | Music | Family,2.64,524,Bille Woodruff,High,16.71,17.95,1.0,Major Studio,Year-End,2.48,2.48,3.21
7143,The Last Samurai,2003-12-05,2003,140000000,19.58,456758981.0,154.0,Cruise/Wagner Productions,Drama,Drama | Action | War | History,3.67,15264,Edward Zwick,Blockbuster,18.76,19.94,0.0,Independent,Year-End,2.26,2.26,3.66
7147,Big Fish,2003-12-25,2003,70000000,14.74,122919055.0,125.0,Columbia Pictures,Adventure,Adventure | Fantasy | Drama,3.81,17245,Tim Burton,Blockbuster,18.06,18.63,1.0,Major Studio,Year-End,0.76,0.76,3.8
7149,Something's Gotta Give,2003-12-12,2003,80000000,8.52,266728738.0,128.0,Columbia Pictures Corporation,Drama,Drama | Comedy | Romance,3.47,3679,Nancy Meyers,Blockbuster,18.2,19.4,1.0,Major Studio,Year-End,2.33,2.33,3.49
7150,Stuck on You,2003-12-10,2003,55000000,6.97,33828318.0,118.0,Twentieth Century Fox Film Corporation,Comedy,Comedy,2.73,1340,Bobby Farrelly,Blockbuster,17.82,17.34,1.0,Major Studio,Year-End,-0.38,-0.38,3.05
7153,The Lord of the Rings: The Return of the King,2003-12-01,2003,94000000,29.32,1118888979.0,201.0,WingNut Films,Adventure,Adventure | Fantasy | Action,4.11,51837,Peter Jackson,Blockbuster,18.36,20.84,1.0,Major Studio,Year-End,10.9,10.9,4.1
7155,Calendar Girls,2003-09-02,2003,10000000,5.11,96542059.0,108.0,Harbour Pictures,Comedy,Comedy,3.5,1467,Nigel Cole,Mid,16.12,18.39,0.0,Independent,Other,8.65,8.65,3.52
7158,House of Sand and Fog,2003-12-19,2003,16500000,9.25,16942795.0,126.0,DreamWorks SKG,Drama,Drama,3.7,2632,Vadim Perelman,Mid,16.62,16.65,1.0,Major Studio,Year-End,0.03,0.03,3.67
7160,Monster,2003-11-16,2003,8000000,7.19,60378584.0,110.0,Newmarket Films,Crime,Crime | Drama,3.63,4374,Patty Jenkins,Mid,15.89,17.92,0.0,Independent,Year-End,6.55,6.55,3.62
7161,Cheaper by the Dozen,2003-12-24,2003,40000000,7.36,190212113.0,98.0,Twentieth Century Fox Film Corporation,Comedy,Comedy,2.82,2058,Shawn Levy,High,17.5,19.06,1.0,Major Studio,Year-End,3.76,3.76,3.04
7162,Cold Mountain,2003-12-24,2003,79000000,9.65,173013509.0,154.0,Miramax Films,Drama,Drama,3.53,4167,Anthony Minghella,Blockbuster,18.18,18.97,1.0,Major Studio,Year-End,1.19,1.19,3.54
7163,Paycheck,2003-12-25,2003,60000000,12.57,96269812.0,119.0,Paramount Pictures,Action,Action | Adventure | Mystery | Science Fiction | Thriller,3.24,3310,John Woo,Blockbuster,17.91,18.38,1.0,Major Studio,Year-End,0.6,0.6,3.31
7164,Peter Pan,2003-12-25,2003,100000000,8.99,121975011.0,113.0,Columbia Pictures,Adventure,Adventure | Fantasy | Family,3.39,1599,P.J. Hogan,Blockbuster,18.42,18.62,1.0,Major Studio,Year-End,0.22,0.22,3.45
7165,The Company,2003-09-10,2003,15000000,7.8,2281585.0,112.0,Sony Pictures Classics,Drama,Drama,3.15,261,Robert Altman,Mid,16.52,14.64,1.0,Major Studio,Other,-0.85,-0.85,3.46
7169,Chasing Liberty,2004-01-09,2004,23000000,5.95,12.0,111.0,Alcon Entertainment,Comedy,Comedy | Romance,3.13,558,Andy Cadiff,High,16.95,2.56,1.0,Major Studio,Other,-1.0,-1.0,3.39
7173,Along Came Polly,2004-01-16,2004,42000000,15.73,171963386.0,90.0,Jersey Films,Comedy,Comedy | Romance,2.94,3820,John Hamburg,Blockbuster,17.55,18.96,0.0,Independent,Other,3.09,3.09,3.05
7175,Torque,2004-01-16,2004,40000000,5.57,46546197.0,84.0,Village Roadshow Pictures,Action,Action,2.06,359,Joseph Kahn,High,17.5,17.66,1.0,Major Studio,Other,0.16,0.16,3.12
7178,The Great Gatsby,1974-03-27,1974,6500000,5.7,26533200.0,144.0,Paramount Pictures,Drama,Drama | Romance,3.21,667,Jack Clayton,Mid,15.69,17.09,1.0,Major Studio,Other,3.08,3.08,3.41
7189,"Car 54, Where Are You?",1994-01-28,1994,10700000,1.06,1238080.0,89.0,Orion Pictures,Action,Action | Comedy,1.78,81,Bill Fishman,Mid,16.19,14.03,1.0,Major Studio,Other,-0.88,-0.88,3.41
7192,Only the Strong,1993-08-27,1993,6000000,7.96,3283371.0,99.0,Davis Films,Action,Action,2.98,55,Sheldon Lettich,Mid,15.61,15.0,0.0,Independent,Summer,-0.45,-0.45,3.52
7193,The Adventures of Ford Fairlane,1990-07-11,1990,49000000,3.83,20423389.0,104.0,Twentieth Century Fox Film Corporation,Action,Action | Comedy | Thriller | Crime | Mystery,2.69,633,Renny Harlin,Blockbuster,17.71,16.83,1.0,Major Studio,Summer,-0.58,-0.58,3.19
7198,The Pick-up Artist,1987-09-18,1987,15000000,3.8,13290368.0,81.0,Twentieth Century Fox Film Corporation,Romance,Romance | Comedy | Crime | Drama,2.53,198,James Toback,Mid,16.52,16.4,1.0,Major Studio,Other,-0.11,-0.11,3.37
7228,Cool World,1992-07-10,1992,30000000,11.78,14110589.0,102.0,Paramount Pictures,Animation,Animation | Comedy | Fantasy,2.42,801,Ralph Bakshi,High,17.22,16.46,1.0,Major Studio,Summer,-0.53,-0.53,3.01
7229,Money for Nothing,1993-09-10,1993,11000000,4.09,1044824.0,100.0,Hollywood Pictures,Drama,Drama | Action | Comedy | Thriller | Crime,2.79,82,Ramón Menéndez,Mid,16.21,13.86,1.0,Major Studio,Other,-0.91,-0.91,3.49
7254,The Butterfly Effect,2004-01-22,2004,13000000,12.99,96060858.0,113.0,New Line Cinema,Science Fiction,Science Fiction | Thriller,3.71,14562,Eric Bress,Mid,16.38,18.38,1.0,Major Studio,Other,6.39,6.39,3.7
7255,Win a Date with Tad Hamilton!,2004-01-23,2004,17000000,5.92,16980098.0,95.0,DreamWorks SKG,Comedy,Comedy | Romance,2.84,873,Robert Luketic,Mid,16.65,16.65,1.0,Major Studio,Other,-0.0,-0.0,3.2
7257,The Big Bounce,2004-01-30,2004,50000000,6.5,6808550.0,88.0,Shangri-La Entertainment,Comedy,Comedy | Crime,2.57,400,George Armitage,Blockbuster,17.73,15.73,0.0,Independent,Other,-0.86,-0.86,3.25
7260,Latter Days,2003-07-10,2003,850000,3.33,819939.0,107.0,TLA Releasing,Drama,Drama | Comedy | Romance,3.57,277,C. Jay Cox,Low,13.65,13.62,1.0,Major Studio,Summer,-0.04,-0.04,3.56
7261,Barbershop 2:  Back in Business,2004-01-20,2004,18000000,8.35,65070412.0,106.0,Metro-Goldwyn-Mayer (MGM),Comedy,Comedy | Drama,2.67,345,Kevin Rodney Sullivan,High,16.71,17.99,1.0,Major Studio,Other,2.62,2.62,3.3
7262,Catch That Kid,2004-02-06,2004,18000000,5.23,16702864.0,92.0,Fox 2000 Pictures,Family,Family | Action | Adventure,2.67,145,Bart Freundlich,High,16.71,16.63,1.0,Major Studio,Other,-0.07,-0.07,3.43
7263,Miracle,2004-02-06,2004,28000000,8.25,64445708.0,135.0,Walt Disney,Drama,Drama | History,3.77,2323,Gavin O'Connor,High,17.15,17.98,1.0,Major Studio,Other,1.3,1.3,3.71
7265,The Dreamers,2003-09-01,2003,15000000,6.69,15121165.0,115.0,Peninsula Films,Drama,Drama | Romance,3.65,1585,Bernardo Bertolucci,Mid,16.52,16.53,0.0,Independent,Other,0.01,0.01,3.62
7274,Let's Do It Again,1975-10-11,1975,70000,1.41,11800000.0,110.0,First Artists,Comedy,Comedy | Action | Crime,3.12,44,Sidney Poitier,Low,11.16,16.28,0.0,Independent,Other,167.57,83.22319999999979,3.54
7285,Thirteen,2003-08-20,2003,2000000,14.38,4601043.0,100.0,Fox Searchlight Pictures,Crime,Crime | Drama,3.45,2405,Catherine Hardwicke,Low,14.51,15.34,1.0,Major Studio,Summer,1.3,1.3,3.48
7288,Foolish Wives,1922-01-11,1922,1100000,0.84,400200.0,117.0,Universal Film Manufacturing Company,Drama,Drama,3.64,42,Erich von Stroheim,Low,13.91,12.9,0.0,Independent,Other,-0.64,-0.64,3.56
7292,Best Defense,1984-07-20,1984,18000000,1.98,19265302.0,94.0,Paramount Pictures,Action,Action | Comedy,1.79,125,Willard Huyck,High,16.71,16.77,1.0,Major Studio,Summer,0.07,0.07,3.33
7293,50 First Dates,2004-02-13,2004,75000000,11.13,196482882.0,99.0,Columbia Pictures Corporation,Comedy,Comedy | Romance,3.3,9950,Peter Segal,Blockbuster,18.13,19.1,1.0,Major Studio,Other,1.62,1.62,3.32
7294,Welcome to Mooseport,2004-02-24,2004,30000000,3.83,14000000.0,110.0,Twentieth Century Fox Film Corporation,Comedy,Comedy,2.57,515,Donald Petrie,High,17.22,16.45,1.0,Major Studio,Other,-0.53,-0.53,3.19
7300,Vanishing Point,1971-01-15,1971,1300000,5.18,72266306.0,99.0,Twentieth Century Fox Film Corporation,Action,Action | Thriller | Drama,3.56,430,Richard C. Sarafian,Low,14.08,18.1,1.0,Major Studio,Other,54.59,54.59,3.56
7302,The Thief of Bagdad,1924-03-18,1924,1135654,3.88,1213880.0,149.0,Douglas Fairbanks Pictures,Action,Action | Adventure | Drama | Family | Fantasy,3.75,187,Raoul Walsh,Low,13.94,14.01,0.0,Independent,Other,0.07,0.07,3.59
7308,King Solomon's Mines,1985-03-20,1985,12500000,6.14,238227.0,100.0,Cannon Group,Action,Action | Adventure | Comedy,2.53,335,J. Lee Thompson,Mid,16.34,12.38,1.0,Major Studio,Other,-0.98,-0.98,3.27
7310,Raw Deal,1986-06-06,1986,8500000,9.29,16209459.0,106.0,De Laurentiis Entertainment Group (DEG),Action,Action | Crime | Thriller,2.54,356,John Irvin,Mid,15.96,16.6,1.0,Major Studio,Summer,0.91,0.91,3.26
7315,Against the Ropes,2004-02-20,2004,39000000,1.38,6614280.0,106.0,Paramount Pictures,Romance,Romance | Drama,2.49,151,Charles S. Dutton,High,17.48,15.7,1.0,Major Studio,Other,-0.83,-0.83,3.4
7316,Confessions of a Teenage Drama Queen,2004-02-17,2004,15000000,7.42,29331068.0,89.0,Walt Disney Pictures,Comedy,Comedy,2.51,647,Sara Sugarman,Mid,16.52,17.19,1.0,Major Studio,Other,0.96,0.96,3.11
7317,EuroTrip,2004-02-20,2004,25000000,6.28,20796847.0,93.0,DreamWorks SKG,Comedy,Comedy,3.28,3103,Jeff Schaffer,High,17.03,16.85,1.0,Major Studio,Other,-0.17,-0.17,3.34
7318,The Passion of the Christ,2004-02-25,2004,30000000,13.19,611899420.0,127.0,Icon Productions,Drama,Drama,3.16,4303,Mel Gibson,High,17.22,20.23,1.0,Major Studio,Other,19.4,19.4,3.23
7319,Club Dread,2004-02-27,2004,8500000,6.58,5001655.0,104.0,Fox Searchlight Pictures,Comedy,Comedy | Horror,2.5,521,Jay Chandrasekhar,Mid,15.96,15.43,1.0,Major Studio,Other,-0.41,-0.41,3.16
7320,Dirty Dancing: Havana Nights,2004-02-27,2004,25000000,4.48,27685016.0,86.0,Miramax Films,Drama,Drama | Romance,2.97,516,Guy Ferland,High,17.03,17.14,1.0,Major Studio,Other,0.11,0.11,3.34
7321,Twisted,2004-02-27,2004,50000000,5.38,25195000.0,97.0,Paramount Pictures,Action,Action | Adventure | Crime | Drama | Thriller,2.56,354,Philip Kaufman,Blockbuster,17.73,17.04,1.0,Major Studio,Other,-0.5,-0.5,3.27
7323,"Good bye, Lenin!",2003-02-09,2003,4800000,10.61,79384880.0,121.0,WDR,Comedy,Comedy | Drama | Romance,3.89,5933,Wolfgang Becker,Low,15.38,18.19,0.0,Independent,Other,15.54,15.54,3.85
7324,Hidalgo,2004-03-05,2004,100000000,8.14,108103450.0,136.0,Casey Silver Productions,Western,Western | Adventure,3.32,2032,Joe Johnston,Blockbuster,18.42,18.5,0.0,Independent,Other,0.08,0.08,3.39
7325,Starsky & Hutch,2004-03-05,2004,60000000,10.78,170268750.0,101.0,Weed Road Pictures,Comedy,Comedy | Crime,2.96,4552,Todd Phillips,Blockbuster,17.91,18.95,0.0,Independent,Other,1.84,1.84,3.06
7345,Agent Cody Banks 2: Destination London,2004-06-24,2004,26000000,12.59,28818995.0,100.0,Splendid Pictures,Comedy,Comedy,2.18,433,Kevin Allen,High,17.07,17.18,0.0,Independent,Summer,0.11,0.11,3.1
7346,The Girl Next Door,2004-04-09,2004,25000000,13.08,30411183.0,108.0,Regency Enterprises,Comedy,Comedy,3.3,3280,Luke Greenfield,High,17.03,17.23,1.0,Major Studio,Other,0.22,0.22,3.35
7347,Secret Window,2004-03-12,2004,40000000,9.52,92913171.0,96.0,Columbia Pictures Corporation,Thriller,Thriller | Mystery,3.2,3727,David Koepp,High,17.5,18.35,1.0,Major Studio,Other,1.32,1.32,3.27
7348,Spartan,2004-03-12,2004,19250000,7.36,8112712.0,102.0,Epsilon Motion Pictures,Mystery,Mystery | Action | Drama | Thriller | Crime,3.42,1041,David Mamet,High,16.77,15.91,1.0,Major Studio,Other,-0.58,-0.58,3.48
7353,Clifford,1994-04-01,1994,19000000,2.46,7411659.0,89.0,Orion Pictures,Comedy,Comedy | Family,2.14,141,Paul Flaherty,High,16.76,15.82,1.0,Major Studio,Other,-0.61,-0.61,3.36
7355,The Wind in the Willows,1996-10-16,1996,12,1.41,1.0,84.0,Allied Filmmakers,Fantasy,Fantasy | Drama | Comedy | Family | Adventure,3.31,180,Terry Jones,Low,2.56,0.69,0.0,Independent,Other,-0.92,-0.92,3.52
7360,Dawn of the Dead,2004-03-19,2004,28000000,13.16,102356381.0,101.0,New Amsterdam Entertainment,Fantasy,Fantasy | Horror | Action,3.59,5521,Zack Snyder,High,17.15,18.44,0.0,Independent,Other,2.66,2.66,3.59
7361,Eternal Sunshine of the Spotless Mind,2004-03-19,2004,20000000,12.91,72258126.0,108.0,Anonymous Content,Science Fiction,Science Fiction | Drama | Romance,4.08,32113,Michel Gondry,High,16.81,18.1,0.0,Independent,Other,2.61,2.61,4.07
7362,Taking Lives,2004-03-19,2004,45000000,7.86,65470529.0,103.0,Village Roadshow Pictures,Action,Action | Crime | Mystery | Thriller,3.08,1166,D.J. Caruso,Blockbuster,17.62,18.0,1.0,Major Studio,Other,0.45,0.45,3.28
7364,Intermission,2003-08-29,2003,5000000,3.72,4856298.0,105.0,UK Film Council,Romance,Romance | Action | Comedy | Crime | Mystery | Drama,3.46,457,John Crowley,Low,15.42,15.4,1.0,Major Studio,Summer,-0.03,-0.03,3.52
7366,Jersey Girl,2004-03-25,2004,35000000,5.71,36098382.0,102.0,Miramax Films,Comedy,Comedy | Romance,3.08,1584,Kevin Smith,High,17.37,17.4,1.0,Major Studio,Other,0.03,0.03,3.25
7368,Never Die Alone,2004-03-26,2004,3000000,6.21,5923000.0,88.0,ContentFilm,Action,Action | Adventure | Crime | Drama | Thriller,2.65,49,Ernest R. Dickerson,Low,14.91,15.59,0.0,Independent,Other,0.97,0.97,3.51
7371,Dogville,2003-05-19,2003,10000000,9.81,16680836.0,178.0,Zentropa Entertainments,Crime,Crime | Drama | Thriller,3.85,3914,Lars von Trier,Mid,16.12,16.63,1.0,Major Studio,Other,0.67,0.67,3.8
7373,Hellboy,2004-04-02,2004,66000000,13.21,99318987.0,122.0,Columbia Pictures,Fantasy,Fantasy | Action | Science Fiction,3.3,8693,Guillermo del Toro,Blockbuster,18.01,18.41,1.0,Major Studio,Other,0.5,0.5,3.32
7374,Home on the Range,2004-04-02,2004,110000000,8.56,103951461.0,76.0,Walt Disney Pictures,Animation,Animation | Family,2.67,409,Will Finn,Blockbuster,18.52,18.46,1.0,Major Studio,Other,-0.05,-0.05,3.27
7376,Walking Tall,2004-04-02,2004,56000000,10.58,57223890.0,86.0,Metro-Goldwyn-Mayer (MGM),Adventure,Adventure | Drama | Action | Thriller,3.0,1130,Kevin Bray,Blockbuster,17.84,17.86,1.0,Major Studio,Other,0.02,0.02,3.24
7378,Johnson Family Vacation,2004-04-07,2004,12000000,3.22,31179516.0,97.0,Fox Searchlight Pictures,Comedy,Comedy | Family,2.25,107,Christopher Erskin,Mid,16.3,17.26,1.0,Major Studio,Other,1.6,1.6,3.41
7379,The Alamo,2004-04-07,2004,145000000,12.24,25819961.0,137.0,Imagine Entertainment,Western,Western | History | War,2.95,511,John Lee Hancock,Blockbuster,18.79,17.07,1.0,Major Studio,Other,-0.82,-0.82,3.33
7380,Ella Enchanted,2004-04-09,2004,31000000,11.32,27388767.0,96.0,World 2000 Entertainment,Family,Family | Fantasy | Comedy,3.28,1579,Tommy O'Haver,High,17.25,17.13,0.0,Independent,Other,-0.12,-0.12,3.38
7381,The Whole Ten Yards,2004-04-07,2004,40000000,7.16,26155781.0,98.0,Cheyenne Enterprises,Comedy,Comedy | Thriller | Crime,2.78,1161,Howard Deutch,High,17.5,17.08,0.0,Independent,Other,-0.35,-0.35,3.11
7386,The Ten Commandments,1956-10-05,1956,13000000,11.15,122700000.0,220.0,Paramount Pictures,Drama,Drama | History,3.62,2134,Cecil B. DeMille,Mid,16.38,18.63,1.0,Major Studio,Other,8.44,8.44,3.6
7387,Dawn of the Dead,1978-09-02,1978,650000,19.24,55000000.0,127.0,Laurel Group,Horror,Horror,3.79,3738,George A. Romero,Low,13.38,17.82,0.0,Independent,Other,83.62,83.22319999999979,3.75
7394,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965-06-03,1965,5600000,5.19,29950000.0,138.0,Twentieth Century-Fox Productions,Action,Action | Adventure | Comedy,3.39,249,Ken Annakin,Mid,15.54,17.22,0.0,Independent,Summer,4.35,4.35,3.52
7419,After Hours,1985-09-13,1985,4500000,6.58,10609321.0,97.0,Double Play,Comedy,Comedy | Thriller | Drama,3.84,1689,Martin Scorsese,Low,15.32,16.18,0.0,Independent,Other,1.36,1.36,3.75
7437,Connie and Carla,2004-04-16,2004,20000000,9.5,11341016.0,98.0,Universal Pictures,Music,Music | Comedy | Crime,3.13,209,Michael Lembeck,High,16.81,16.24,1.0,Major Studio,Other,-0.43,-0.43,3.48
7438,Kill Bill: Vol. 2,2004-04-16,2004,30000000,21.53,152159461.0,136.0,Miramax Films,Action,Action | Crime | Thriller,3.83,27483,Quentin Tarantino,High,17.22,18.84,1.0,Major Studio,Other,4.07,4.07,3.82
7439,The Punisher,2004-04-15,2004,33000000,18.25,54700105.0,124.0,Lions Gate Films,Action,Action | Crime | Drama,3.05,2308,Jonathan Hensleigh,High,17.31,17.82,1.0,Major Studio,Other,0.66,0.66,3.19
7442,Young Adam,2003-09-26,2003,6400000,5.24,2500000.0,93.0,Recorded Picture Company (RPC),Drama,Drama | Thriller | Crime | Romance,3.13,235,David Mackenzie,Mid,15.67,14.73,0.0,Independent,Other,-0.61,-0.61,3.47
7444,13 Going on 30,2004-04-13,2004,37000000,12.63,96455697.0,98.0,Columbia Pictures,Comedy,Comedy | Fantasy | Romance,3.09,5080,Gary Winick,High,17.43,18.38,1.0,Major Studio,Other,1.61,1.61,3.16
7445,Man on Fire,2004-04-23,2004,70000000,9.64,130293714.0,146.0,Regency Enterprises,Action,Action | Drama | Thriller | Crime,3.81,7280,Tony Scott,Blockbuster,18.06,18.69,1.0,Major Studio,Other,0.86,0.86,3.78
7449,Godsend,2004-04-30,2004,25000000,11.27,30114487.0,102.0,Lions Gate Films,Drama,Drama | Horror | Science Fiction | Thriller,2.42,511,Nick Hamm,High,17.03,17.22,1.0,Major Studio,Other,0.2,0.2,3.13
7450,Laws of Attraction,2004-04-04,2004,28000000,5.74,30016165.0,90.0,New Line Cinema,Action,Action | Comedy | Romance | Thriller,3.05,568,Peter Howitt,High,17.15,17.22,1.0,Major Studio,Other,0.07,0.07,3.36
7451,Mean Girls,2004-04-30,2004,17000000,11.45,129042871.0,97.0,Paramount Pictures,Comedy,Comedy,3.55,7929,Mark Waters,Mid,16.65,18.68,1.0,Major Studio,Other,6.59,6.59,3.55
7452,Mickey,2004-05-02,2004,6000000,0.33,293793.0,90.0,,Drama,Drama | Family,3.17,3,Hugh Wilson,Mid,15.61,12.59,,,Other,-0.95,-0.95,3.56
7454,Van Helsing,2004-05-05,2004,160000000,12.64,300257475.0,132.0,Universal Pictures,Horror,Horror | Adventure | Action,2.82,5583,Stephen Sommers,Blockbuster,18.89,19.52,1.0,Major Studio,Other,0.88,0.88,2.92
7455,The Mudge Boy,2003-01-17,2003,800000,7.14,62852.0,94.0,,Drama,Drama,3.39,48,Michael Burke,Low,13.59,11.05,,,Other,-0.92,-0.92,3.55
7458,Troy,2004-05-13,2004,175000000,15.39,497409852.0,163.0,Plan B Entertainment,Adventure,Adventure | Drama | War,3.34,9806,Wolfgang Petersen,Blockbuster,18.98,20.02,1.0,Major Studio,Other,1.84,1.84,3.36
7477,D-Tox,2002-01-04,2002,55000000,13.37,6416302.0,96.0,Universal Pictures,Action,Action | Thriller,2.48,87,Jim Gillespie,Blockbuster,17.82,15.67,1.0,Major Studio,Other,-0.88,-0.88,3.46
7481,Enemy Mine,1985-12-12,1985,40000000,9.8,12303411.0,108.0,Twentieth Century Fox Film Corporation,Drama,Drama | Science Fiction,3.51,1271,Wolfgang Petersen,High,17.5,16.33,1.0,Major Studio,Year-End,-0.69,-0.69,3.53
7482,Enter the Dragon,1973-08-17,1973,850000,10.69,90000000.0,99.0,Golden Harvest Company,Action,Action | Crime | Thriller,3.78,3169,Robert Clouse,Low,13.65,18.32,0.0,Independent,Summer,104.88,83.22319999999979,3.73
7569,You Only Live Twice,1967-06-12,1967,9500000,10.36,111584787.0,117.0,Eon Productions,Action,Action | Thriller | Adventure,3.61,2646,Lewis Gilbert,Mid,16.07,18.53,1.0,Major Studio,Summer,10.75,10.75,3.6
7570,Octopussy,1983-06-05,1983,27500000,10.62,187500000.0,131.0,Eon Productions,Adventure,Adventure | Action | Thriller,3.31,1801,John Glen,High,17.13,19.05,1.0,Major Studio,Summer,5.82,5.82,3.39
7573,Never Say Never Again,1983-10-07,1983,36000000,10.23,160000000.0,134.0,PSO International,Adventure,Adventure | Action | Thriller,3.27,1169,Irvin Kershner,High,17.4,18.89,0.0,Independent,Other,3.44,3.44,3.39
7615,Desert Hearts,1985-10-01,1985,350000,1.55,2400000.0,96.0,The Samuel Goldwyn Company,Drama,Drama | Romance,3.58,120,Donna Deitch,Low,12.77,14.69,0.0,Independent,Other,5.86,5.86,3.56
7616,Body Double,1984-10-25,1984,10000000,9.84,8801940.0,114.0,Columbia Pictures Corporation,Crime,Crime | Mystery | Horror | Thriller,3.35,395,Brian De Palma,Mid,16.12,15.99,1.0,Major Studio,Other,-0.12,-0.12,3.49
7619,The Miracle Worker,1962-05-22,1962,500000,4.37,2500000.0,106.0,Playfilm Productions,Drama,Drama,3.85,746,Arthur Penn,Low,13.12,14.73,0.0,Independent,Other,4.0,4.0,3.69
7636,Raising Cain,1992-08-07,1992,12000000,8.82,37170057.0,91.0,Universal Pictures,Drama,Drama | Horror | Thriller | Crime,2.85,232,Brian De Palma,Mid,16.3,17.43,1.0,Major Studio,Summer,2.1,2.1,3.41
7647,Noises Off...,1992-03-20,1992,12000000,4.18,2280148.0,101.0,Amblin Entertainment,Comedy,Comedy,3.72,339,Peter Bogdanovich,Mid,16.3,14.64,1.0,Major Studio,Other,-0.81,-0.81,3.6
7698,The China Syndrome,1979-03-16,1979,5900000,4.62,51718367.0,122.0,Columbia Pictures,Thriller,Thriller | Drama,3.65,1103,James Bridges,Mid,15.59,17.76,1.0,Major Studio,Other,7.77,7.77,3.61
7713,Cat People,1942-12-05,1942,134000,5.11,4000000.0,73.0,RKO Radio Pictures,Thriller,Thriller | Drama | Horror,3.5,414,Jacques Tourneur,Low,11.81,15.2,1.0,Major Studio,Year-End,28.85,28.85,3.54
7723,Good Guys Wear Black,1978-06-01,1978,1000000,2.26,18300000.0,95.0,,Action,Action | Thriller,2.3,49,Ted Post,Low,13.82,16.72,,,Summer,17.3,17.3,3.49
7725,On Deadly Ground,1994-02-18,1994,50000000,6.68,49000000.0,102.0,Warner Bros.,Action,Action | Thriller,1.98,294,Steven Seagal,Blockbuster,17.73,17.71,1.0,Major Studio,Other,-0.02,-0.02,3.16
7738,Forever Fever,1998-05-28,1998,1070000,0.17,570000.0,95.0,TigerTiger Productions,Comedy,Comedy | Music | Romance | Foreign,3.45,10,Glen Goei,Low,13.88,13.25,0.0,Independent,Other,-0.47,-0.47,3.56
7743,Explorers,1985-07-12,1985,25000000,4.94,9873044.0,109.0,Paramount Pictures,Adventure,Adventure | Family | Fantasy | Romance | Science Fiction,3.41,514,Joe Dante,High,17.03,16.11,1.0,Major Studio,Summer,-0.61,-0.61,3.5
7802,The Warriors,1979-02-08,1979,4000000,11.46,22490039.0,93.0,Paramount Pictures,Action,Action | Adventure | Crime | Drama | Thriller,3.72,1537,Walter Hill,Low,15.2,16.93,1.0,Major Studio,Other,4.62,4.62,3.66
7814,Waterloo,1970-10-26,1970,25000000,3.24,3052000.0,128.0,Paramount Pictures,History,History | Action | Drama,3.47,47,Sergey Bondarchuk,High,17.03,14.93,1.0,Major Studio,Other,-0.88,-0.88,3.55
7836,Woodstock,1970-03-26,1970,600000,3.62,34505110.0,225.0,Wadleigh-Maurice,History,History | Documentary | Music,3.9,1143,Michael Wadleigh,Low,13.3,17.36,0.0,Independent,Other,56.51,56.51,3.75
7889,Pat Garrett & Billy the Kid,1973-05-23,1973,4638783,5.78,11000000.0,106.0,Metro-Goldwyn-Mayer (MGM),Western,Western,3.53,316,Sam Peckinpah,Low,15.35,16.21,1.0,Major Studio,Other,1.37,1.37,3.55
7897,The Ballad of Cable Hogue,1970-05-13,1970,3716946,2.54,5000000.0,121.0,Warner Bros.,Action,Action | Comedy | Western,3.59,162,Sam Peckinpah,Low,15.13,15.42,1.0,Major Studio,Other,0.35,0.35,3.56
7918,The Indian Runner,1991-05-19,1991,7000000,7.22,191125.0,127.0,Metro-Goldwyn-Mayer (MGM),Drama,Drama,3.5,172,Sean Penn,Mid,15.76,12.16,1.0,Major Studio,Other,-0.97,-0.97,3.55
7944,The Night of the Iguana,1964-08-06,1964,3000000,2.56,12000000.0,125.0,Seven Arts Productions,Drama,Drama | Romance,3.79,270,John Huston,Low,14.91,16.3,0.0,Independent,Summer,3.0,3.0,3.61
7951,Nightbreed,1990-02-16,1990,11000000,6.37,8862354.0,102.0,Seraphim Films,Action,Action | Drama | Fantasy | Horror,3.27,300,Clive Barker,Mid,16.21,16.0,0.0,Independent,Other,-0.19,-0.19,3.48
7976,Ken Park,2002-08-31,2002,1300000,12.63,447741.0,97.0,Lou Yi Inc.,Drama,Drama,3.17,354,Edward Lachman,Low,14.08,13.01,0.0,Independent,Summer,-0.66,-0.66,3.45
7980,A Bridge Too Far,1977-06-15,1977,22000000,7.72,50750000.0,175.0,United Artists,Drama,Drama | History | War,3.73,1300,Richard Attenborough,High,16.91,17.74,1.0,Major Studio,Summer,1.31,1.31,3.66
